title,date,run_time,genre,rating,introduction,director,stars,num_votes
Kot-e charmi,2023-02-01,,Drama,5.8,,Hossein Mirzamohammadi,"Javad Ezati, Sara Hatami, Setareh Pesyani, Roya Teymourian",29
115 Grains,2023-02-01,110,Drama,9.3,A police officer suffering from PTSD and the calls throughout his career that have impacted him.,Andrew Kiaroscuro,"Eugenie Bondurant, Matt Borlenghi, Evan Gamble, Whitney Anderson",7
Atrapadas en Familia,2023-02-01,,Comedy,5.5,,Alonso Iñiguez,"Diana Bovio, Montserrat Marañon, Guillermo Quintanilla, Ana Sofia Gatica",22
Sekai no Okiku,2023-02-01,90,Drama,6.9,"In 19th century Japan, a young lady develops an interest in a manure man.",Junji Sakamoto,"Haru Kuroki, Kanichiro, Sôsuke Ikematsu",34
Kayo Kayo Colour? (Which Colour?),2023-02-01,96,Drama,,"This film follows the life of Razzak and his family through an observational lens. Through a series of everyday events, we follow the family as they navigate through the intertwined yet unassuming layers of social and political influence.",Shahrukhkhan Chavada,,
BTS: Yet to Come in Cinemas,2023-02-01,104,Music,8.7,"It showcases BTS' massive free show at Busan's World Expo in October, which welcomed more than 50,000 in-person guests.",Oh Yoon-Dong,BTS,882
Moc,2023-02-01,94,Drama,6.4,"A young scout is killed by a stray bullet during a hunting expedition involving prominent political figures. Pressured to wrap up the case, the intelligence service coaxes ailing lawyer ...",Mátyás Prikler,"Szabolcs Hajdu, Jan Kacer, Mihály Kormos, Attila Mokos",17
The Bachelor Murder Mystery,2023-02-01,90,Mystery,,"The most famous bachelor in the galaxy is dating the world's most beautiful woman and living a lifestyle of fantasy. But then a global virus threatens The Lifestyle. Thankfully, he's also ...",Rich Twilling,"LeeAnne Anderson, Ariellea, Camille Armida, Paul Barning",
Spellbound,2023-02-01,107,Comedy,5,"""Spellbound"" is the Filipino adaptation of the top-grossing 2011 South Korean romantic-comedy film. Yuri, a beautiful lady who has become a ghost magnet after she survived a vehicular ...",Jalz Zarate,"Bela Padilla, Marco Gumabao, Rhen Escano, Ronnie Liang",37
Attack of the Flies,2023-02-01,,Thriller,,"A narrative Scifi thriller set during the 1920's Prohibition in the farthest north regions of Michigan. The isolation naturally breeds despair, but the arrival of an irregular infestation of insects, turns the isolation into madness.",August Leo,"James Bowersock, Kyle Dal Santo, Aiden Dupell, Kelly Flanagan",
The Check Post,2023-02-01,90,Drama,,"""The Check Post"" is based on the story of a young journalist who a meets with a little girl selling peanuts on a Check Post. The movie is directed by British-Iranian Director Mr. Hassan Nazer ( Winners ) Fame.",Hassan Nazer,"Mohammad Babulu, Smita Choudhury, Krishna Gautam, Satyam Joseph",
A relic of the south,2023-02-01,,Romance,4.9,,Hosein Amiri Doumari,"Elnaz Shakerdoost, Vahid Rahbani, Pejman Jamshidi, Masoud Karamati",10
A Knock on the Door,2023-02-01,,Drama,,,Ranjan Palit,"Amrita Chattopadhyay, Nandita Das, Adil Hussain, Naseeruddin Shah",
My Ex Is My Next,2023-02-01,105,"Comedy, Drama, Romance",8.5,On his way to merge with an upcoming Sport agency. Dominique discovers that his ex (Misty) who he cheated on is the top agent at the agency. With good intentions and a jealousy complex he ...,"Blake Sayso Living, MaraNicole Lucas","Maquade Allen, Blaine Allison, Robin Charles-Living, Jazmine Coffin",7
Ana Le Habibi,2023-02-01,90,,4.7,"In a romantic story, Laila, who lives two love stories, and has a fear of being alone.",,,14
The Case Is Open,2023-02-01,,Drama,,,Kiumars Poorahmad,"Nasim Adabi, Ali Bagheri, Mahlagha Bagheri, Pejman Bazeghi",
The Enchanted Enigma,2023-02-01,113,"History, Horror",8.7,"""The Enchanted Enigma"" is a horror-filled journey through a dark and mysterious history, exploring the fear and terror that lies within the unknown. The film follows a group of explorers as...",Juwel Chowdhury,"Juwel Chowdhury, Ricky Riyaf",10
Find Eddie,2023-02-01,67,Comedy,,Misunderstandings and bad life decisions lead the way as a Loan Shark's son comes up missing while he is trying to take over the food chain of crime in a city that has small time thieves with champagne dreams on a beer budget.,Corey Mintz,"Dale Blomquist, Geoff Burkman, Bobby Butler, Mike Canestaro",
Holy Heist (can a man rob god),2023-02-01,97,Drama,,Tracy seeks to rob her church with her lover Alan to save her ill mother.,Charles Uwagbai,"Josh Adeyemi, Segun Adeyemi, Kehinde Bankole, Funny Bone",
After Leaving,2023-02-01,90,Drama,4.6,,Reza Nejati,"Saber Abar, Khosrow Ahmadi, Sara Bahrami, Roshanak Gerami",6
Sinistra,2023-02-01,103,Biography,,"Frederic Sinistra was born and raised in Piazza Armerina, Sicily, and later moved to Belgium. The first time Fred met his father, was after the father was released from jail, Fred was just ...",Fares Manners,"Frederic Sinistra, Alparslan Arslan, Cécile Bchmer, Leonardo Bongiovanni Bernados",
Una luz afuera,2023-02-01,80,Thriller,,A young female artist in a wheelchair try to escape from a relationship with her field pawn.,José Luis Elizalde,"Rafael Beltrán, Florencia Colucci, Nuria Fló, Juan Gamero",
Ho Provato un acido proveniente dallo spazio,2023-02-01,69,"Animation, Horror, Scifi",,"Alessandro Ganovasu, an vicious manager of Milan, becomes desperate when his pusher informs him in Chat that he can't get him drugs for the evening. But after a mysterious message, ...",Alberto Genovese,"Alessandro Bianchi, Ginevra Mancamonte",
Monster Hunters Inc. - Origins,2023-02-01,,Animation,,"Based on a Steampunk comic (2007) this film follows the origins of Monster Hunters Inc. hunting werewolves, vampires, zombies and other dark creatures in London during the late 1800's.",,Douglas Vermeeren,
Vaarta Re Vaarta,2023-02-01,,"Crime, Drama, Thriller",,,Amit Ramesh Rughani,"Chetan Daiya, Shivam Jingar, Jignya Prajapati, Faraz Rauma",
Ladies Are Pimps Too,2023-02-01,,"Crime, Drama",,,Jo King,Jo King,
The Death of Sysiphus,2023-02-01,36,"Comedy, Drama, Mystery",,,Matt Wade,"James Mckinney, Jason Sullivan, Matt Wade",
Llanto Maldito,2023-02-01,,Horror,,,,,
The Matron,2023-02-01,,Drama,,A high school matron turns into a vigilante to catch students with rebellious behavior. Her investigations lead her to a treacherous teacher-student affair.,Morris Mugisha,"Papa Daniel, Blessing Emmanuel, Greyc Miguel, Ruth Nalubiri",
Okey Tasi,2023-02-01,90,"Horror, Thriller",,"Akin and his friends thought they were sitting down for a friendly game of Rummikub, but instead things got super heated between them. A few of them started exhibiting some strange behavior.",,"R. Kan Albay, Serdar Yildirim",
Shot by Night,2023-02-01,64,Horror,,"Rare and never before seen shot-on-video shorts from the collection of filmmaker Byron C. Miller, combined into one feature length movie. In the early 90s, throughout middle school and high...",Byron C. Miller,"Emily Carter, Crissy Dant, Adam Fortney, Ryan Henry",
Conquest,2023-02-01,,Drama,,,Uche Alexmoore,"Tersy Akpata, Eseosa Bernard, James Jibunma, Ben-Shalom Joshua",
Hotel Security,2023-02-01,74,Comedy,,,Oyem Victor,"Nduka Abaje, Mafe Ajoke, Reme Ray Arnold, Mustapha Ayantobi",
It Comes from the Darkness,2023-02-01,,Horror,,"Single mother Amanda finds the perfect place for herself and her two kids, Stephanie and Emma. But when Emma starts having bad dreams, and she and Stephanie begin experiencing weird ...",Dan Williams,"Tara Beavers, Aliyah Robie, Gianna Turner, TonyJones",
Il Teorema Della Felicità,2023-02-01,,Family,,"It is March 2020, while the first drastic lock down begins in Palermo, in the historic district, a nine-year-old boy, Antonio (Cadili), continues to meet his grandfather, Giuseppe (Tidona),...",Luca Fortino,"Anna Attademo, Roberto Attias, Marie-Ange Barbancourt, Giuseppe Battiloro",
Nub TV Presents the Pocket Gods Live in St Albans,2023-02-01,53,Music,,St Albans' indie band The Pocket Gods play a rare hometown gig at their local music venue.,Mark Christopher Lee,,
Les météores,2023-02-01,77,Animation,,,,,
LIT the Last Sighting of Jonathon Graham,2023-02-01,,Scifi,,,Mike Poulton,,
ParlaNchíno Ateo: Errorista Comunista 37,2023-02-01,77,Comedy,,,Jorge Luis Villacorta Santamato,Jorge Luis Villacorta Santamato,
The Reading,2023-02-02,96,Thriller,5.4,"Follows Emma as she writes a book in order to cope with a deadly home invasion and how a new terror will be unleashed, after a reading performed in her home,",Courtney Glaude,"Mo'Nique, Chasity Sereal, Denisha Hardeman, Ian Haywood",1473
Andra akten,2023-02-02,114,"Drama, Romance",6.7,"Follows Eva, as she feels felt with time on her hands, but develops a friendship with the great actor Harald Skoog realizing that life is not yet over, in fact, it may have even just begun.",Mårten Klingberg,"Lena Olin, Rolf Lassgård, Lars Väringer, Görel Crona",173
Coast Guard Malaysia: Ops Helang,2023-02-02,90,"Action, Adventure, Crime",4.9,"Hafiz, a Malaysian Coast Guard officer, is celebrating his engagement at a beach resort with his fiancee. Out of nowhere, a group of terrorists hijack the hotel and kidnap his fiancee and ...",Pitt Hanif,"Saharul Ridzwan, Julia Farhana Marin, Sabri Yunus, Adlin Aman Ramlee",130
Nekaj sladkega,2023-02-02,90,Comedy,8.2,"""Something Sweet"" is a romantic comedy of confusion.",Tin Vodopivec,"Sasko Kocev, Jelena Jovanova, Ranko Babic, Pedja Bajovic",76
Meter i sekundet,2023-02-02,107,Comedy,6.3,It follows a Copenhagen couple's new life at a West Jutland folk high school.,Hella Joof,"Sofie Torp, Thomas Hwan, Anders Agger, Lotte Andersen",354
Zhong Guo ping pang zhi jue di fan ji,2023-02-02,140,Drama,6.5,"In the early 1990s, when the Chinese men's table tennis team is at a low ebb, head coach Cai Zhenhua is tasked with forming a new team to finally fight to the top at the 1995 World Ping Championship in Tianjin, China.","Chao Deng, Baimei Yu","Chao Deng, Li Sun, Timmy Xu, Bowen Duan",231
The Gilbert Diaries: The Movie,2023-02-02,97,Comedy,9,"When a happy-go-lucky, but very naive, Gilbert embarks on his daily adventures, he comes across a variety of interesting encounters, opportunities, obstacles, and laughable moments alongside friends, family, and some adversari","Janet Cutugno, Frank Modica, Paul Venier, Bobby Ciasulli, Anthony Ferro","Ángel Salazar, Frank Modica, Artie Pasquale, Bobby Ciasulli",971
Tanpa Ampun,2023-02-02,90,"Action, Crime, Drama",6.2,"Based on real events, four professional bank robbers and ATM machine breakers from Russia go on rampage in Bali. The Balinese police force are in hot pursuit to catch the robbers.",Muhammad Yusuf,"Verdy Bhawanta, Franki Darmawan, Daniel Immanuel Octavianus, Stevie Domminique Jollie",27
Klem,2023-02-02,110,"Crime, Thriller",6.3,Sequel to Klem (2017). The movie picks up where the TV series had left off.,Frank Ketelaar,"Barry Atsma, Jacob Derwig, Georgina Verbaan, Ellen Parren",332
"Jalan yang Jauh, Jangan Lupa Pulang",2023-02-02,109,Drama,6.7,"Studying abroad in London, Aurora struggles with her relationships while away from her family in this sequel to ""One Day We'll Talk About Today.""",Angga Dwimas Sasongko,"Sheila Dara Aisha, Jerome Kurnia, Lutesha, Rio Dewanto",231
Playland,2023-02-02,72,"Drama, Fantasy",6.8,"A raucous work of queer fantasy and history, Playland conjures a time-bending night in Boston's oldest and most notorious gay bar.",Georden West,"Danielle Cooper, The Lady Bunny, Aidan Dick, Constance Cooper",42
Mickey Hardaway,2023-02-02,106,Drama,7.5,A young sketch artist agrees to a in-house therapy session with a well renowned psychiatrist as his life begins sprawling out of control after years of physical and verbal abuse has finally taken a toll on him.,Marcellus Cox,"Stephen Cofield Jr., Samuel Whitehill, Dennis L.A. White, Sean Alexander James",6
Hidden,2023-02-02,,"Crime, Drama, Thriller",7.7,,Roberto D'Antona,"Roberto D'Antona, Annamaria Lorusso, Francesco Emulo, Alex D'Antona",26
Tasbih Kosong,2023-02-02,105,Horror,4.1,"Asti and Umar, the employees of a Statistics Office, are assigned to update data in a remote village in a district in Sulawesi. Umar and Asti do not realize that the place where they are ...",Arie Achmad Buang,"Fritz Frederich, Riskyana Hidayat, St. Ardiana Arifin, Muh Taufik Achmad",14
Earthlings,2023-02-02,79,Drama,6.7,Two Mexican day laborers are unexpected guests at their employer's intimate dinner party.,Steven Doughton,"James Le Gros, Tina Holmes, Luis Chávez, Kelvin Han Yee",60
Cobra Strike Force,2023-02-02,50,Action,5.7,"In the year 2028 the Los Angeles Police have been defunded, so it's up to the ""Cobra Strike Force"" to rescue the Employees of the LA Plaza during a hostage situation involving the notorious ""Viper Gang"".",Dustin Ferguson,"Dawna Lee Heising, Sue Price, Melissa Brasselle, Crystal Loverro",38
Die Nachbarn von oben,2023-02-02,88,Comedy,6.8,The pleasant evening becomes the final touchstone of their once undying love when the neighbours bring not only an exotic specialty but also a spicy offering to the aperitif.,Sabine Boss,"Ursina Lardi, Maximilian Simonischek, Roeland Wiesnekker, Sarah Spale",72
Prestij Meselesi,2023-02-02,120,"Biography, Drama, Music",6.1,,Mahsun Kirmizigül,"Ali Erkin Acir, Kerem Atasavun, Gülden Avsaroglu, Ege Ayaz",180
Marzhaye bi payan,2023-02-02,111,"Drama, Thriller",7.8,Ahmad is an exiled teacher living in a small poor village with mostly ethnic Baloch along the Iranian border with Afghanistan. He acquaints a family of illegal Hazara refugees who are ...,Abbas Amini,"Pouria Rahimi Sam, Minoo Sharifi, Hamed Alipour, Behafarid Ghafarian",27
Motorboat,2023-02-02,,Horror,3.8,A priest and a harbor patrol chief must work together to try and stop the evil behind a possessed boat that begins hunting down and killing the locals of a small lakeside community.,Mark Polonia,"Tim Hatch, Jeff Kirkendall, Robert Boles, Paul Bradford",31
O chem govoryat muzhchiny. Prostyye udovolstviya,2023-02-02,93,Comedy,5.9,"Meeting on a Saturday morning to drink champagne, the friends embark on a new journey through the depths of the male subconscious. What are the men talking about this time? Of course, about...",Michail Polyakov,"Leonid Barats, Marina Barsukova, Vladimir Bartashevich, Grigoriy Dantsiger",328
Avant l'effondrement,2023-02-02,100,Drama,6.2,"Tristan, campaign manager for a legislative candidate, is shocked by an anonymous letter containing a positive pregnancy test.","Alice Zeniter, Benoît Zeniter","Niels Schneider, Ariane Labed, Souheila Yacoub, Myriem Akheddiou",24
Ostrov,2023-02-02,,Comedy,5.3,"Richard and Alice quarrel on an exotic vacation because Richard wants to get a divorce. They decide to fly home early, but their small plane crashes on a deserted island, forcing Richard and Alice to wait together for rescue.",Rudolf Havlik,"Jana Plodková, Jirí Langmajer, Ted Otis, Tereza Slánská",36
